Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
1944,,,,,,,,4/27/1905,"Print, Photographic","This 1944 photograph shows the Niagara Township Council and Fire Department officials seated out front of the former Fire Hall in St. Davids. The Niagara Township's fire department was started in 1941 with several members of the local community being involved in its development. The Fire Hall was in use from 1942 to 1985 when a new one was built at Warner and Tanbark Road. Today, you can enjoy a delicious meal in this heritage building when you visit the ""Old FireHall Restaurant"" at 268 Four Mile Creek Rd. NAMES-R. Lambert - Vice Pres.J. Barnall - Chief and CouncillorW. Stewart - CouncillorW.H. Shepherd - ReeveR.G. Dawson - Deputy ReeveW.L. Patterson - CouncillorGeo. Jerman - PresidentR. Brady - Asst. ChiefA. Sheppard - Asst ChiefT. Murdock - Treas.H. Barker - Asst. chiefF. Lowrey - CouncillorL. Caughill - Ent.E. Selway - Chief Warden. A.R.P.A. Huggins - Ent.W. Warner - Chairman, Ent.Members not presentH. Woodruff - SectyA. Murdock - ex-Treas.F. Stewart - Ent Com.George Black - ex-Fire Chief",https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/2013029032.jpg,,2013.029.032,https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/thumbs/2013029032.jpg,,"St. David's Firehall, Old Firehall Restaurant",
1943,,,,,,,,4/26/1905,Coin,"A five cent Canadian coin made from tombac because nickel was in high demand during the Second World War. In order to distinguish the five cent coin from the bronze one cent coins, the coin was given a dodecagonal (12-sided) shape. This new nickel was designed by Thomas Shingles, the Chief Engraver at the Royal Canadian Mint. On one side of the coin is a torch in front of a ""V"". The ""V"" stands for five cents and victory. It also depicts two maple leaves and text ""Canada 1943 Cents"". On the reverse of the coin is an image of George VI's head and text surrounding it which reads ""GEORGIVS VI D: G: REX ET IND: IMP:"".",https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2004028019.jpg,,2004.028.019,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/2004028019.jpg,,,
1943,,,,,,,,4/26/1905,Book,"A sight log for R.C.A.F Pilot Roy Greaves from November 18, 1942, until July 25, 1943. The booklet includes descriptions of airplane and sextant types and his own observations. Each entry ins dated and detailed in his own handwriting. Sight Logbooks helped pilots and the military keep up-to-date and accurate locations of friendly/enemy installments.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/2015030011.jpg,,2015.030.011,https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/thumbs/2015030011.jpg,,,
1943,,,,,,,,4/26/1905,"Book, Address","A pocket sized ""Perpetual Diary"" given to Flight Officer Roy Greaves by a woman named Irene in 1943. Roy used the diary as an address book, and to help him track who he sent letters to and when he sent them.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/2016016003.jpg,,2016.016.003,https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/thumbs/2016016003.jpg,,,
1943,,,,,,,,4/26/1905,"Book, Instruction","Canadian Soldier's Handbook of General Information issued by authority of The Minister of National Defence, 1943. This handbook was issued to Harold Clement. The next-of-kin is noted as Norton Clement on RR2, Niagara-on-the-Lake, Ontario. This booklet was created so the Canadian soldier may better understand his rights and responsibilities while serving as a member of the forces. The contents include Part I During the War and Part II After the War. Sections in the During the War include What are we fighting for?, training, orders, kit and equipment, chaplain services and leave.Sections in the After the War include return to civil life, clothing allowance, employment service, out of work benefits, medical treatment and pensions.Harold Clement entered World War II in 1942, trained at Camp Borden and played Jr. A Hockey in Barrie. He served in England and played on an army hockey team.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/003/2004005007.jpg,,2004.005.007,https://s3.amazonaws.com/pastperfectonline/images/museum_74/003/thumbs/2004005007.jpg,,"Canadian Soldiers Handbook, World War IIWWIISecond World War",
1943,,,,,,,,4/26/1905,Pamphlet,"A booklet publication of the history of the Township of Niagara written by J.M. Crysler. The historical insight examines the 100 years of the existence of Niagara Township from 1793 to 1893, and focuses on Transportation, Education and Municipal affairs that took place during the time period.The transportation section includes information of the roads that were built, the projects that were underway and the travel by ship that took place. Schools lists the public and private schools that were available, as well as lots they were on. The majority of the booklet covers Municipal affairs, detailing who made up the members of the local governmnet, as well as what by-laws were passed and decisions that the Town Council made.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/016/9854142.jpg,,985.4.142,https://s3.amazonaws.com/pastperfectonline/images/museum_74/016/thumbs/9854142.jpg,,"Niagara Township, Four Mile Creek, Welland Canal",
1943,,,,,,,,4/26/1905,"Print, Photographic","Photograph of Wayne Gordon being held by his grandfather. The photograph was taken near the former pumphouse and lighthouse. The pumphouse was built in 1891 on the banks of the Niagara River to supply water to the town of Niagara-on-the-Lake. It was the Town pump house until 1983. Through community efforts the building was restored and converted to a visual arts centre in 1993. It offers year-round educational programs, exhibits and events. The lighthouse was built in 1903 and is still operational and owned by the Canadian Coast Guard. At the time the photograph the house in the photograph was owned by John Conroy. It is still a private residence.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/054/2011006025.jpg,,2011.006.025,https://s3.amazonaws.com/pastperfectonline/images/museum_74/054/thumbs/2011006025.jpg,,"Pumphouse, Peggy Walker house, Niagara River Range Rear Lighthouse",
1942,,,,,,,,4/25/1905,Coin,"1942 Canadain Five Cent Coin. Image of beaver on one side and King George IV on the reverse. Coin is made of Tombac a brass alloy used to conserve nickel during WW2 and features a twelve sided design to distinguish it from normal ""nickels"".",https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2004028014.jpg,,2004.028.014,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/2004028014.jpg,,,
1942,,,,,,,,4/25/1905,Coin,"A 1942 Canadian five cent coin. This coin is made of tombac which is a type of brass. Tombac was used to conserve nickel as it was a material that was in high demand during the second World War. On the reverse side is a beaver and text ""5 Cents Canada 1942"" surrounding the image. On the obverse is a depiction of King George IV with text around the edge that reads ""GEORGIVS VI D:G:REX ET IND: IMP:"". This coin differs from other nickels because of its twelve sided design.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2004028015.jpg,,2004.028.015,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/2004028015.jpg,,,
1942,,,,,,,,4/25/1905,"Fountain, Soda","A soda fountain from an old shop in Virgil that was located at 1502 Niagara Stone Rd. The fountain is a chrome and green milshake mixer constructed of cast metal with a baked enamel finish and a sheet metal back. The manufacturer's name on the face ""Hamilton Beach"" and metal label affixed to the back ""Hamilton Beach Co./Racine, Wis. Made in USA/Division of Scovill Mfg. Co. Model No. 40DM14090 Watts 350 Volts 115 DC and AAC up to 75 cyc.""",https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/2010005023.jpg,,2010.005.023,https://s3.amazonaws.com/pastperfectonline/images/museum_74/046/thumbs/2010005023.jpg,,"Virgil, Soda Shop, Hamilton Beach Company, Lawrenceville Niagara Stone Road",
1942,,,,,,,,4/25/1905,Coin,This 1942 Canadian copper penny features crossing maple leafs on one side and a profile of King George on the reverse.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/994459.jpg,,994.459,https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/thumbs/994459.jpg,,,
1942,,,,,,,,4/25/1905,Booklet:Report,"Auditors' Report of the Town of Niagara for the Year of 1942.Details for Receipts-General Account $142,816.45. Expenditure-General Account $142,816.45.Also details of general expense, Assets, Liabilities for General Account.Separate Waterworks, Public Liabrary, Board of Education, Hydro Commission receipts, expenditure, assets and liabilities.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/066/9955031.jpg,,995.5.031,https://s3.amazonaws.com/pastperfectonline/images/museum_74/066/thumbs/9955031.jpg,,"Town of Niagara Financial Statements and Auditors' Report for the Year Ending December 31st, 1942.",
1942,,,,,,,,4/25/1905,Postcard,See related records.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/98451542.jpg,,984.5.154.2,https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/thumbs/98451542.jpg,,"Camp Niagara, Administration Building, Administration, Military",
1942,,,,,,,,4/25/1905,Postcard,"This postcard is from 1942. Camp appears to be quite large, but at the end of the Second World War, the camp was deemed to be too small and some of the suildkngs were sold and towed away, whhile others were demolished. The camp did start up militia training again in 1853 but this was short lived, with the last training exercise held here in 1965.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/98451543.jpg,,984.5.154.3,https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/thumbs/98451543.jpg,,"Camp Niagara, Streets of Tents, Postcard",
1942,,,,,,,,4/25/1905,Postcard,"Camp appears to be quite large, but at the end of the Second World War, the camp was deemed to be too small and some of the suildkngs were sold and towed away, whhile others were demolished. The camp did start up militia training again in 1853 but this was short lived, with the last training exercise held here in 1965.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/98451544.jpg,,984.5.154.4,https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/thumbs/98451544.jpg,,"Camp Niagara, Military Camp",
1942,,,,,,,,4/25/1905,Postcard,"Camp appears to be quite large, but at the end of the Second World War, the camp was deemed to be too small and some of the suildkngs were sold and towed away, whhile others were demolished. The camp did start up militia training again in 1853 but this was short lived, with the last training exercise held here in 1965.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/98451545.jpg,,984.5.154.5,https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/thumbs/98451545.jpg,,"Camp Niagara, Field Guns",
1942,,,,,,,,4/25/1905,"Print, Photographic","Photographs of the Canadian Army training at Camp Niagara during the Second World War.Photographs include bayonet practice, light machine gun practice, and rifle range practice.To prepare soldiers for battle in the Second World War in Europe, Niagara-on-the-Lake once again became the site of a military training camp like the training camp held for the First World War. However, during the Second World War training became more specialized due to increased mechanization and more sophisticated weaponry; specialized training was needed. There were also regiments stationed at the camp that were responsible for guarding the Niagara Peninsula's venerable points, such as the hydroelectric plants at Queenston and Niagara Falls, and at the international bridges.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/2011020001(az).jpg,,2011.020.001(A-Z),https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/thumbs/2011020001(az).jpg,,"Camp Niagara, Second World War trainingmilitary training, Potato",
1942,,,,,,,,4/25/1905,Program,"The Mason's Niagara Lodge No. 2, A.F & A.M. celebrated 150 years of masonry on July 14th, 1942.This program contains a list of the current 1942 members of the lodge, past masters of this lodge, the officers and committee members as well as an outline of the events planned for the day.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/98953571.jpg,,989.5.357.1,https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/thumbs/98953571.jpg,,"Masonic building, Niagara Lodge No.2Anniversary, Grand Lodge, St. Mark's Anglican Church, Commemoration",
1941,,,,,,,,4/24/1905,Coin,"This is a one cent coin. On one side of the coin ""Canada 1941,"" is inscribed. There are two maple leafs on the coin. On the other side of the coin is the profile of King George VI.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2004028011.jpg,,2004.028.011,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/2004028011.jpg,,,
1941,,,,,,,,4/24/1905,Tag:Dog,"This diamond-shaped brass dog tag with hanger reads ""Dog Tax, Niagara-on-the-Lake 118, 1941"".",https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/2007007019.jpg,,2007.007.019,https://s3.amazonaws.com/pastperfectonline/images/museum_74/043/thumbs/2007007019.jpg,,,
1941,,,,,,,,4/24/1905,Vase,"These silver plate vases were won by Colonel H.H Singer for target shooting. Inscribed on the front of these two vases is ""Finger Lakes League Championship 1941, won by H.H Singer"". The vases were won by Mary Sheppard in 1927 and 1929 at the Niagara Township Rural School Fairs. They were found in a recycling center in Dorset, Ontario.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/033/987338.jpg,,987.338,https://s3.amazonaws.com/pastperfectonline/images/museum_74/033/thumbs/987338.jpg,,Niagara Township Rural School Fair,
1941,,,,,,,,4/24/1905,Bill,Credit invoice from Niagara Fruit Co. Lt. to James MacFarland for returned supplies.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/059/995146.jpg,,995.146,https://s3.amazonaws.com/pastperfectonline/images/museum_74/059/thumbs/995146.jpg,,Fruit growers' supplies,
1941,,,,,,,,4/24/1905,Postcard,"Black and white photo postcard showing the Salvation Army Hotel for Canadian soldiers, 101 Southampton Row, London, England. ""Home Away from Home"". Reverse is printed with the Salvation Army shield and ""On Active Service with the Canadian Forces"". Addressed to Mr. George Houre, Niagara on the Lake. Stamped with the ""Canadian Postal Corps No. 2"" and ""Passed by Military Censor No. 13, 3/9/41"" . Inscription reads ""Hello Pal. Just to let you know I'm still kicking. Jim.""",https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/2012004006.jpg,,2012.004.006,https://s3.amazonaws.com/pastperfectonline/images/museum_74/039/thumbs/2012004006.jpg,,,
1941,,,,,,,,4/24/1905,Postcard,"Postcard from 1942. The Camp appears to be quite large, but at the end of the Second World War, the camp was deemed to be too small and some of the buildings were sold and towed away, while others were demolished. The camp did start up militia training again in 1953 but this was short lived, with the last training exercise held here in 1965.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/98451541.jpg,,984.5.154.1,https://s3.amazonaws.com/pastperfectonline/images/museum_74/052/thumbs/98451541.jpg,,"Camp Niagara, Dinner Hour, Military, Camp, Postcard",
1941,,,,,,,,4/24/1905,"Print, Photographic","This is a photo of troops of the Lincoln and Welland Regiment taken May 8, 1941 at Niagara Camp. On the back of the photo is written "" Taken out at Niagara Camp the day Lincoln and Welland regiment left. May 8/41.""The use of the Niagara Commons area for military training began when the British troops were withdrawn from Canada in 1870-71. In June 1871 the commons at Niagara were converted to a large scale summer militia training camp called ""Camp Niagara"" for Military District No 2, headquarters in Toronto. Camp Niagara brought a steady stream of troops to Niagara. The Camp was used as a training facility for troops who went to fight in the Boer War, World War I and World War II and the Korean War. Military training during WWII was similiar to the training during WWI but there was increased mechanization and more sophisticated weaponry available. The camp was also home to a regiment assigned to guard Niagara's vulnerable points due to a concern for sabotage of the international bridges,the power plant and canal.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/2007002002.jpg,,2007.002.002,https://s3.amazonaws.com/pastperfectonline/images/museum_74/053/thumbs/2007002002.jpg,,"Lincoln and Welland Regiment, WWIIWorld War IIWorld War Two, World War 2Camp Niagara, Niagara Camp, Fort George, Common, Commons, Barracks",
1941,,,,,,,,4/24/1905,"Print, Photographic","Panoramic of the Lincoln and Welland Reg't. CA (A) 1st Battalion, at Camp Niagara in1941.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/2012021001.jpg,,2012.021.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/2012021001.jpg,,"Lincoln and Welland Reg't. 1st Battalion, Camp Niagara Panoramic of Camp Niagara",
1941,,,,,,,,4/24/1905,"Print, Photographic","During the Second World War, young women came from out of town to work on the local farms. These young ladies, usually aged 16 or older, were hired through the Farm Service Force to assist in harvesting fruits and vegetables for the canning industry. Here are a group of the farmerettes posing outside of their temporary quarters at the Virgil Public School on Four Mile Creek Road in 1941. In the fall, they would return home until the following year.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/2021005001.jpg,,2021.005.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/080/thumbs/2021005001.jpg,,"Virgil Public School, Farmerettes, Farm Service Force Farm Service Camp, Second World War, WWIIVirgil Canning Industry",
1940,,,,,,,,4/23/1905,Coin,"One side of the coin features the racing schooner Bluenose under sail with CANADA above and the date 1940 on the right hand side. with 10 CENTS just visable below. The reverse features King George IV in profile, surrounded by the inscription GEORGIVS D.G:REX ET IND: IMP:",https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2004028021.jpg,,2004.028.021,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/2004028021.jpg,,,
1940,,,,,,,,4/23/1905,Painting:Watercolour,"This watercolour portrait is of a pretty woman with blue eyes and tiny smile, looking right out at the viewer as if she is about to speak. Wearing no jewelry, her red blouse enhances the painting as does her soft hair and the soft background. Painting by Margaret Peake-Benton (1929-1973).",https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/988224-2.jpg,,988.224,https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/thumbs/988224-2.jpg,,,
1939,,,,,,,,4/22/1905,Coin,"One side of the coin features the racing schooner Bluenose under sail with CANADA above and the date 1939 on the right hand side with 10 CENTS just visable below. The reverse features King George IV in profile, surrounded by the inscription GEORGIVS D.G:REX ET IND: IMP:",https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/2004028020.jpg,,2004.028.020,https://s3.amazonaws.com/pastperfectonline/images/museum_74/028/thumbs/2004028020.jpg,,,
1939,,,,,,,,4/22/1905,Coin,Canadian Penny from 1939 with maple leaves on one side and King George V's profile on the other.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/994463.jpg,,994.463,https://s3.amazonaws.com/pastperfectonline/images/museum_74/026/thumbs/994463.jpg,,,
1939,,,,,,,,4/22/1905,Photograph,"Queen Street decorated and prepared for the Royal Visit of 1939 showing the Clock Tower. This was a cross country tour of Canada and Newfoundland, started as the threats of war were looming over Europe.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/2009006001.jpg,,2009.006.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/thumbs/2009006001.jpg,,Royal Tour of 1939,
1939,,,,,,,,4/22/1905,"Print, Photographic","In 1939 Brownies marched down King Street to see King George VI and Queen Elizabeth (current Queen Elizabeth II's parents) during their 1939 Royal Tour of Canada. The Royal Tour was the first time that a reigning monarch stepped foot on Canadian soil and many Canadians came out to celebrate. You can notice the train tracks at the bottom left corner and the house at 169 King Street in the background. The unit was led by Miss Berge (Mrs. Gobert), from the right, are, Frances Thornton, Norma Alger, Ethel Gill, unidentified, Betty Clark, unidentified, Lillian Rundle, Eleanor Clark, unidentified, Sylvia Curtin, Aileen Cumpson, unidentified, Alma Jones, Amy Thornton, Betty Milne, Barbara Baker, and Marjorie Howarth.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/054/9845132.jpg,,984.5.132,https://s3.amazonaws.com/pastperfectonline/images/museum_74/054/thumbs/9845132.jpg,,"Brownies177 King Street, King Street, Girl Guides, Royal Tour of 1939",
1939,,,,,,,,4/22/1905,"Print, Photographic",Photograph of the royal train for the visit of King George VI and Queen Elizabeth to Canada.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/074/9955133.jpg,,995.5.133,https://s3.amazonaws.com/pastperfectonline/images/museum_74/074/thumbs/9955133.jpg,,"Royal Tour of 1939Railway, Train, Royalty",
1939,,,,,,,,4/22/1905,Print:Photographic,A black and white photograph of King George VI in uniform. He is inspecting the troops of a guard's regiment.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/98739811.jpg,,987.398.11,https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/thumbs/98739811.jpg,,Military,
1939,,,,,,,,4/22/1905,Report,"The 44th Annual Report for the Niagara Hsitorical Society, published in 1939. The report incudes a forward by the President, C.H.E Smith, reports from the secretery and corresponding secretery, and the Curator, Catherine Creed. Included is also a list of items taken into the collection and a list of members. This is also the last year an annual report would be published until after the Second World War.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/073/2015001090.jpg,,2015.001.090,https://s3.amazonaws.com/pastperfectonline/images/museum_74/073/thumbs/2015001090.jpg,,,
1938,,,,,,,,4/21/1905,Medal,"A Polish Medal for Ten Years Long Service. The front shows a very detailed with wings outstretched and its head is turned to its right. This is the same eagle found on the Polish Coat of Arms. The reverse shows an ""X"", for the roman numeral 10, and a laurel leaf used to underline it. This is the same medal that Elizabeth Ascher would have received for ten years of service to Poland.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/2013013001.jpg,,2013.013.001,https://s3.amazonaws.com/pastperfectonline/images/museum_74/037/thumbs/2013013001.jpg,,,
1938,,,,,,,,4/21/1905,Booklet,"Programme for Masonic Funeral and Memorial Services, authorized by the Grand Lodge of Canada in the Province of Ontario. Date 1938.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/9895359.jpg,,989.5.359,https://s3.amazonaws.com/pastperfectonline/images/museum_74/065/thumbs/9895359.jpg,,"Masonry, Grand Lodge of Canada in the Province of Ontario, Funeral Service, Memorial Service",
1938,,,,,,,,4/21/1905,Booklet,"Booklet of St. Andrew's Church Niagara-on-the-Lake. Published by the University of Toronto School of Architecture 1938.This Presbyterian congregation was established June 1794 by Rev John Dun. By 1794 construction had begun on the church. In Aug 1813 the church was burned down by the American Army. Under the guidance of Rev Robert McGill a new foundation was laid May 1831 and dedicated ""St. Andrew's Church, Niagara MDCCCXXXI"". A major restoration was undertaken in 1937, supervised by Eric Arthur. (author of this booklet). Afurther restoration was undertaken in 1991. Today, both interior and exterior of the church appear the same as when the church was built in 1831.The booklet contains 1) History of the Church. 2) Historic headstones in the graveyard. 3) Building Specifications-Excavating the Foundation, Mason Work, Brick Word, Carpenter and Joiner Work, Plaster Work and Painting.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/022/99306762.jpg,,993.067.62,https://s3.amazonaws.com/pastperfectonline/images/museum_74/022/thumbs/99306762.jpg,,"Restoration of St. Andrew's, St. Andrew's Church",
1938,,,,,,,,4/21/1905,Handbill,"A handbill for the Junior Fair in Niagara for ages 18 and under, categories include cooking, sewing, manual training, constructive work, art, writing and maps, vegetable and flower growing, pets, and a special category.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/064/9885247-3.jpg,,988.5.247,https://s3.amazonaws.com/pastperfectonline/images/museum_74/064/thumbs/9885247-3.jpg,,Fairs,
1938,,,,,,,,4/21/1905,Notice:Public,A handbill notice for a public meeting at the Niagara-on-the-Lake Town Hall (26 Queen Street) regarding new classes being offered by the Niagara Board of Education. Date 1938.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/064/9885244.jpg,,988.5.244,https://s3.amazonaws.com/pastperfectonline/images/museum_74/064/thumbs/9885244.jpg,,"Public schools, Schools, Education",
1938,,,,,,,,4/21/1905,Pamphlet,"This booklet tells the history and restoration process of St. Andrew's Presbyterian Church. Included is a list of Ministers, and illustrations of the Church.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/98605381.jpg,,986.053.81,https://s3.amazonaws.com/pastperfectonline/images/museum_74/088/thumbs/98605381.jpg,,"St. Andrew's Presbyterian Church, Restoration",
1938,,,,,,,,4/21/1905,"Print, Photographic","Photograph of the Niagara Public School Class of 1938.Miss Maude Rush is at the far right in the third row. The students' names are noted on the back of the photograph.The photo was taken in the front yard of the school house on Platoff Street. The Howey House, 54 Platoff Street, is in background. The Niagara Public School was the first permanent public school in Niagara-on-the-Lake. Built at the corner of Platoff and Davy Streets. An active school until replaced by Parliament Oak School in 1948. The building has changed hands many times over the years since it was a school. In 2002 the building was purchased and converted into a 6 suite country inn, today called BranCliff Inn.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/2002005002.jpg,,2002.005.002,https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/thumbs/2002005002.jpg,,"Howey House, 54 Platoff Street, Niagara Public School",
1938,,,,,,,,4/21/1905,"Print, Photographic","St. Davids School-school exhibits of manual arts, 1938.The first school in Niagara was built in St.David's in 1790, it was a one room log building. Burnt to the ground in 1814 during the War of 1812, it was rebuilt near the current location of the United Church in St.David's. In 1871 a one room stone building was built at the current location of the school. During the beginning of the Great War a 2 room addition was added. This is the red brick building that can be seen today on the north side of York Rd between Four-Mile-Creek Rd. and Queenston Rd. In 1953 the original one-room building was removed and addition classrooms and a playroom was added. There was a third addition in 1960 and in 1991 a gymnasium was added. A new library/computer room, office space and a new entrance was added in 1994. Photo of Exhibits of Manual Arts for Grades 5 and 6. Included in the exhibit are bird houses, Still life sketches, landscape sketches, storybooks (snow white), and small wood working crafts.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/2012017007.jpg,,2012.017.007,https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/thumbs/2012017007.jpg,,St Davids Public School,
1938,,,,,,,,4/21/1905,"Print, Photographic","St. Davids School-school exhibits of manual arts, 1938.The first school in Niagara was built in St.David's in 1790, it was a one room log building. Burnt to the ground in 1814 during the War of 1812, it was rebuilt near the current location of the United Church in St.David's. In 1871 a one room stone building was built at the current location of the school. During the beginning of the Great War a 2 room addition was added. This is the red brick building that can be seen today on the north side of York Rd between Four-Mile-Creek Rd. and Queenston Rd. In 1953 the original one-room building was removed and addition classrooms and a playroom was added. There was a third addition in 1960 and in 1991 a gymnasium was added. A new library/computer room, office space and a new entrance was added in 1994. Photo of Exhibits of Manual Arts for Grades 7 and 8. Included in the exhibit are bird houses, Still life sketches and small wood working crafts, Mickey Mouse and Popeye included.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/2012017008.jpg,,2012.017.008,https://s3.amazonaws.com/pastperfectonline/images/museum_74/050/thumbs/2012017008.jpg,,St. Davids Public School,
1938,,,,,,,,4/21/1905,"Print, Photographic","Photograph of friends and family standing at a stone breakwall along a beach. Written on the back is ""Niagara Beach 1938"".The high point of tourism in Niagara-on-the-Lake would have been during the railroad age 1860-1890's. Since that time there was a steady decline in tourism through the Great War, the Depression and into the late 1940's. Most tourist in the late 1930's would have been locals on a car day day trip. Niagara would still have been a place to visit on weekends and holidays for family picnics. The town would have been practically untouched from the 1800's and there would still have existed Fort George, Fort Mississaugua and the Niagara Parkway plus Niagara Falls nearby.This photograph was taken at one of the small beaches located along Lake Ontario or the Niagara River. The current beaches near Niagara-on-the-Lake are Ryerson Beach, located at Ryerson Park near the corner of Niagara Boulevard and Shakespeare Avenue, Queens Royal Beach, located near the corner of King Street and Delater Street, Ball Street Beach, located near the corner of Ball Street and River Beach Drive.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/058/2013022030 (ab).jpg,,2013.022.030 (A-B),https://s3.amazonaws.com/pastperfectonline/images/museum_74/058/thumbs/2013022030 (ab).jpg,,"Niagara Beach, Ryerson Beach, Queen's Royal Beach, Ball Street Beach",
1938,,,,,,,,4/21/1905,"Print, Photographic","Photograph of a family standing on a beach. Written on the back is ""Niagara Beach 1938"".The high point of tourism in Niagara-on-the-Lake would have been during the railroad age 1860-1890's. Since that time there was a steady decline in tourism through the Great War, the Depression and into the late 1940's. Most tourist in the late 1930's would have been locals on a car day day trip. Niagara would still have been a place to visit on weekends and holidays for family picnics. The town would have been practically untouched from the 1800's and there would still have existed Fort George, Fort Mississaugua and the Niagara Parkway plus Niagara Falls nearby.This photograph was taken at one of the small beaches located along Lake Ontario or the Niagara River. The current beaches near Niagara-on-the-Lake are Ryerson Beach, located at Ryerson Park near the corner of Niagara Boulevard and Shakespeare Avenue, Queens Royal Beach, located near the corner of King Street and Delater Street, Ball Street Beach, located near the corner of Ball Street and River Beach Drive.",https://s3.amazonaws.com/pastperfectonline/images/museum_74/058/2013022031.jpg,,2013.022.031,https://s3.amazonaws.com/pastperfectonline/images/museum_74/058/thumbs/2013022031.jpg,,"Niagara Beach, Ryerson Beach, Queen's Royal Beach, Ball Street Beach",
1938,,,,,,,,4/21/1905,Print:Photographic,A Photograph Print of the Lincoln County Council from 1938. The Photo was done by Whyte of St. Catharines.,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/99502206.jpg,,995.022.06,https://s3.amazonaws.com/pastperfectonline/images/museum_74/061/thumbs/99502206.jpg,,Lincoln County Council from 1938,
